course,lng,lat,Estblsh,Age_yrs,Mn_prtc,Mn_vlnt
gibside,-1.7327284,54.919401,22/02/2014,5.1,67.1,12
,,,,,,
brueton,-1.767576,52.408859,24/07/2010,8.6,282.2,24.7
,,,,,,
bradford,-1.771803,53.812612,17/04/2010,8.9,292.8,18.1
,,,,,,
hortonpark,-1.775386,53.782499,30/05/2015,3.8,63.4,12.3
,,,,,,
brighouse,-1.778144,53.706075,03/09/2016,2.5,242.8,20.3
,,,,,,
salisbury,-1.789945,51.061924,06/06/2015,3.8,354.8,32.7
,,,,,,
huddersfield,-1.79723,53.648924,02/04/2011,7.9,459.7,36.1
,,,,,,
bournemouth,-1.833429,50.734663,24/08/2013,5.6,328.6,33
,,,,,,
blackhill,-1.839545,54.858097,13/07/2013,5.7,80.1,16.1
,,,,,,
moorsvalley,-1.849421,50.851205,07/11/2015,3.3,338.4,31.2
,,,,,,
suttonpark,-1.860654,52.559809,18/08/2018,0.6,233.3,28.6
,,,,,,
swindon,-1.861582,51.563519,06/03/2010,9,321.6,26.3
,,,,,,
prudhoeriverside,-1.863175,54.968075,12/11/2016,2.3,153.2,18.9
,,,,,,
halifax,-1.8772006,53.7318109,07/03/2015,4,125.1,19.9
,,,,,,
cannon-hill,-1.905742,52.44955,28/08/2010,8.5,431,27.7
,,,,,,
perryhall,-1.910607,52.52429,22/11/2014,4.3,106,14.9
,,,,,,
arrowvalley,-1.911278,52.304779,14/07/2012,6.7,268.7,23
,,,,,,
cliffecastle,-1.912925,53.875025,15/09/2018,0.5,218.2,19.8
,,,,,,
glossop,-1.940299,53.448644,26/09/2015,3.5,103.1,15.8
,,,,,,
evesham,-1.958098,52.090173,21/03/2015,4,117.8,12.1
,,,,,,
poole,-1.967196,50.719069,02/04/2011,7.9,510.5,41.8
,,,,,,
walsall,-1.968795,52.589303,10/03/2012,7,260.6,21.5
,,,,,,
sandwellvalley,-1.9731188,52.5195634,11/11/2017,1.3,116,22.6
,,,,,,
cirencester,-1.99249,51.710275,03/02/2018,1.1,173.9,24
,,,,,,
cannockchase,-1.995446,52.737467,19/11/2016,2.3,392.9,32.7
,,,,,,
uptonhouse,-2.013427,50.73488,03/06/2017,1.8,248.7,30.6
,,,,,,
skipton,-2.031655,53.961969,07/09/2013,5.5,141.9,13.6
,,,,,,
lymepark,-2.052555,53.341533,22/02/2014,5.1,105.9,13.7
,,,,,,
ellon,-2.057319,57.35959,17/10/2015,3.4,91.6,10.1
,,,,,,
marple,-2.058649,53.404748,26/05/2012,6.8,153.3,16.2
,,,,,,
cheltenham,-2.073669,51.910047,16/02/2013,6.1,366.1,26.3
,,,,,,
stamfordpark,-2.0760298,53.4915691,02/05/2015,3.9,79.4,16.3
,,,,,,
hyde,-2.076534,53.457127,07/01/2017,2.2,119.9,20.3
,,,,,,
aberdeen,-2.078819,57.163522,08/10/2011,7.4,197.4,14.2
,,,,,,
oldham,-2.103968,53.534072,24/07/2010,8.6,131.5,11.9
,,,,,,
chippenham,-2.107229,51.457644,12/04/2014,4.9,150.2,22.5
,,,,,,
macclesfield,-2.13021,53.251416,28/04/2018,0.9,266.8,31.8
,,,,,,
dudley,-2.134491,52.490052,07/01/2017,2.2,215.5,27.2
,,,,,,
melksham,-2.135677,51.37768,16/12/2017,1.2,129.2,29.8
,,,,,,
watergrove,-2.137184,53.662544,07/06/2014,4.8,55.2,13.4
,,,,,,
woodbank,-2.139223,53.410721,22/08/2009,9.6,122.6,11
,,,,,,
wolverhampton,-2.139909,52.589401,02/02/2013,6.1,216.5,15.8
,,,,,,
hilltop,-2.143942,53.6336901,25/08/2018,0.5,27.2,10
,,,,,,
tewkesbury,-2.157987,51.989657,04/07/2015,3.7,66.8,15.6
,,,,,,
chaddertonhall,-2.1585485,53.5540631,23/04/2016,2.9,65.2,10.4
,,,,,,
bramhall,-2.165787,53.374855,19/04/2008,10.9,329.6,19.3
,,,,,,
hanley,-2.176065,53.014396,24/09/2011,7.5,178.1,16.9
,,,,,,
blandford,-2.177353,50.868974,26/07/2014,4.6,140.2,12.1
,,,,,,
pendle,-2.18224,53.863802,10/05/2014,4.8,75.5,14.5
,,,,,,
worcester,-2.183533,52.188825,18/06/2011,7.7,369.9,31.2
,,,,,,
hazlehead,-2.187824,57.139965,16/08/2014,4.6,167.7,12.3
,,,,,,
jersey,-2.20293,49.194697,26/09/2015,3.5,251.3,17.7
,,,,,,
burnage,-2.208853,53.40746,21/07/2012,6.6,94.2,11.9
,,,,,,
cheadlehulme,-2.21199,53.379119,28/06/2014,4.7,43.5,13
,,,,,,
stonehaven,-2.212576,56.970059,10/09/2016,2.5,42.4,10.7
,,,,,,
burnley,-2.218766,53.777187,02/06/2012,6.8,240.7,16
,,,,,,
southmanchester,-2.225118,53.447018,14/11/2009,9.3,258.9,19.1
,,,,,,
congleton,-2.22971,53.158737,15/12/2012,6.2,172.2,13
,,,,,,
gloucesternorth,-2.2317052,51.8783124,10/10/2015,3.4,100.4,21.3
,,,,,,
worcesterpitchcroft,-2.2320593,52.2016647,10/06/2017,1.8,213.7,23.9
,,,,,,
wilmslow,-2.2322202,53.3313663,11/04/2015,3.9,143.4,20.5
,,,,,,
southwickcountrypark,-2.233958,51.303897,03/09/2011,7.5,183.8,21.2
,,,,,,
thewammy,-2.237842,53.017907,24/03/2018,1,196.5,22.9
,,,,,,
gloucestercity,-2.24314,51.85871,24/02/2018,1,124.4,23
,,,,,,
heaton,-2.254686,53.533038,20/06/2009,9.7,395.9,25.9
,,,,,,
kingsway,-2.272893,51.821057,06/06/2015,3.8,214.8,27.2
,,,,,,
wythenshawe,-2.281809,53.403264,06/08/2011,7.6,187.7,16.3
,,,,,,
stonehouse,-2.288917,51.75334,23/07/2016,2.6,82.2,14.4
,,,,,,
stretford,-2.290231,53.446107,14/11/2015,3.3,453.2,31.6
,,,,,,
salewater,-2.29452,53.42959,07/10/2017,1.4,201.7,19.6
,,,,,,
bathskyline,-2.332234,51.368003,04/10/2014,4.4,259.1,23.2
,,,,,,
henstridgeairfield,-2.35276,50.985814,08/09/2018,0.5,123,20.3
,,,,,,
wotton,-2.36846,51.632862,22/10/2016,2.4,90.6,19.1
,,,,,,
worsleywoods,-2.369871,53.499841,03/03/2012,7,254.7,18.9
,,,,,,
wyreforest,-2.369936,52.36504,29/08/2015,3.5,172.1,23.1
,,,,,,
hyndburn,-2.378004,53.781029,21/10/2017,1.4,124.8,27.1
,,,,,,
clitheroecastle,-2.394731,53.870336,19/05/2018,0.8,73.7,13.4
,,,,,,
chippingsodbury,-2.395706,51.544814,22/02/2014,5.1,259.2,19.7
,,,,,,
bolton,-2.399397,53.574977,05/02/2011,8.1,233,21.3
,,,,,,
newent,-2.410078,51.926534,09/03/2013,6,69.8,13.4
,,,,,,
telford,-2.444872,52.670287,16/02/2013,6.1,343.3,25.3
,,,,,,
weymouth,-2.452655,50.630246,31/08/2013,5.5,238.8,27.8
,,,,,,
montrose,-2.455203,56.726309,08/07/2017,1.7,105.6,16.8
,,,,,,
crewe,-2.470129,53.098413,17/02/2018,1.1,261.2,26.1
,,,,,,
pomphreyhill,-2.478533,51.479111,01/03/2014,5,225.3,21.7
,,,,,,
northwich,-2.505763,53.269358,31/03/2018,0.9,173.1,19.7
,,,,,,
witton,-2.517017,53.740583,29/08/2015,3.5,92.7,21.6
,,,,,,
lydney,-2.526491,51.721605,02/01/2016,3.2,101.7,18.1
,,,,,,
guernsey,-2.5298,49.502176,09/04/2016,2.9,116.5,14.6
,,,,,,
thornbury,-2.530107,51.606369,18/11/2017,1.3,103.1,14.8
,,,,,,
sheptonmallet,-2.542466,51.187504,29/04/2017,1.9,205.3,29.3
,,,,,,
penningtonflash,-2.542992,53.489654,12/03/2011,8,149.6,13.1
,,,,,,
eastville,-2.554332,51.475456,18/11/2017,1.3,382,25
,,,,,,
warrington,-2.57535,53.379386,25/01/2014,5.1,297.2,22.8
,,,,,,
bickershaw,-2.576868,53.5178973,22/09/2018,0.5,7.4,3.8
,,,,,,
forest-of-dean,-2.602923,51.808416,24/04/2010,8.9,93.4,11.9
,,,,,,
haighwoodland,-2.609339,53.572696,31/10/2015,3.4,144.1,14.6
,,,,,,
ashton-court,-2.64895,51.445074,23/04/2011,7.9,294.5,19.8
,,,,,,
cuerdenvalley,-2.657189,53.709866,10/08/2013,5.6,146.8,20.1
,,,,,,
severnbridge,-2.664514,51.619037,11/08/2018,0.6,193,22.9
,,,,,,
delamere,-2.675729,53.232987,02/03/2013,6,249.1,14.7
,,,,,,
phoenix,-2.6865864,53.3402264,28/01/2017,2.1,92,17.9
,,,,,,
preston,-2.698088,53.752365,12/05/2012,6.8,231.5,17.9
,,,,,,
yeovilmontacute,-2.70843,50.950154,07/09/2013,5.5,243.7,26.9
,,,,,,
penrith,-2.718387,54.656978,08/02/2014,5.1,143.7,12.2
,,,,,,
hereford,-2.723987,52.0703,11/10/2014,4.4,141.7,14.3
,,,,,,
street,-2.72911,51.129445,05/05/2018,0.9,149.6,24.4
,,,,,,
widnes,-2.7303489,53.3743368,17/01/2015,4.2,193.5,16.3
,,,,,,
sthelens,-2.743964,53.463168,05/07/2014,4.7,242.8,21.1
,,,,,,
shrewsbury,-2.763205,52.706056,28/09/2013,5.5,366.5,31.5
,,,,,,
ludlow,-2.773072,52.353272,13/02/2016,3.1,80,15.6
,,,,,,
rogiet,-2.779769,51.583427,21/10/2017,1.4,85.5,23.1
,,,,,,
lancaster,-2.781188,54.045676,09/01/2016,3.2,249.5,21.4
,,,,,,
knowsley,-2.81155,53.41076,10/12/2016,2.3,65.7,16.3
,,,,,,
standrews,-2.841253,56.317774,21/04/2012,6.9,147.2,11.1
,,,,,,
ormskirk,-2.867056,53.557043,29/03/2014,5,182,17.6
,,,,,,
croxtethhall,-2.89185,53.442193,14/03/2015,4,265.2,21.5
,,,,,,
chester,-2.902343,53.207684,09/07/2016,2.7,252.7,17.6
,,,,,,
ellesmereport,-2.903008,53.27186,18/10/2014,4.4,67.9,13.8
,,,,,,
princes,-2.955328,53.386272,26/03/2011,8,203.6,13.8
,,,,,,
fellfoot,-2.957253,54.272542,18/10/2014,4.4,181.4,17.8
,,,,,,
carlisle,-2.960472,54.88568,19/01/2013,6.1,179.5,17.6
,,,,,,
kirkwall,-2.968486,58.98296,21/04/2018,0.9,62.8,11.7
,,,,,,
lythamhall,-2.974613,53.743784,28/11/2015,3.3,188.1,24.9
,,,,,,
southport,-2.98517,53.65613,11/06/2016,2.8,294,24.2
,,,,,,
burnhamandhighbridge,-2.989848,51.226224,20/06/2015,3.7,226.2,19.4
,,,,,,
vogrie,-2.991532,55.858578,11/03/2017,2,149.2,18.4
,,,,,,
riverfront,-2.993259,51.588563,21/01/2017,2.1,238.1,30.1
,,,,,,
erddig,-3.006789,53.027032,14/05/2016,2.8,222.9,19.2
,,,,,,
cwmbran,-3.013473,51.656291,18/06/2016,2.7,172.6,21.8
,,,,,,
fleetwoodpromenade,-3.016906,53.927428,04/08/2018,0.6,103.3,13.9
,,,,,,
blackpool,-3.024286,53.812601,04/02/2017,2.1,187.7,21.5
,,,,,,
newport,-3.029823,51.564186,26/03/2011,8,306.3,18.1
,,,,,,
pontypool,-3.033686,51.701343,23/11/2013,5.3,110.1,15.4
,,,,,,
camperdown,-3.03978,56.481549,19/05/2012,6.8,142.4,12.4
,,,,,,
crosby,-3.04671,53.482683,14/11/2015,3.3,116.5,15.3
,,,,,,
birkenhead,-3.0484643,53.3962046,18/07/2015,3.7,295.5,20.7
,,,,,,
wepre,-3.057398,53.206526,14/05/2016,2.8,129,20.4
,,,,,,
seaton,-3.072835,50.703185,12/11/2016,2.3,157.2,24.5
,,,,,,
ford,-3.08652,54.19957,11/08/2018,0.6,98.8,13.1
,,,,,,
keswick,-3.112993,54.608018,05/04/2014,4.9,139.4,10.6
,,,,,,
longrunmeadow,-3.120375,51.019262,05/10/2013,5.4,274,18.4
,,,,,,
portobello,-3.122651,55.950702,18/04/2015,3.9,258.4,19.3
,,,,,,
kirkcaldy,-3.17109,56.10321,14/02/2015,4.1,149.6,18.4
,,,,,,
grangemoor,-3.192456,51.454492,31/10/2015,3.4,131.9,18
,,,,,,
cardiff,-3.198481,51.492286,16/02/2008,11.1,389.8,27.4
,,,,,,
barrow,-3.219144,54.118276,24/09/2011,7.5,125.5,18.4
,,,,,,
whinlatterforest,-3.22547,54.615129,13/01/2018,1.2,73,9.5
,,,,,,
penallta,-3.245688,51.644974,27/06/2015,3.7,165.4,17.7
,,,,,,
brynbach,-3.267102,51.781993,21/07/2012,6.6,81.7,9.7
,,,,,,
millom,-3.268773,54.214143,17/12/2016,2.2,32.8,12.7
,,,,,,
barryisland,-3.271362,51.390175,02/05/2015,3.9,122.9,22.9
,,,,,,
edinburgh,-3.278046,55.979129,17/10/2009,9.4,385.6,21
,,,,,,
blackcombe,-3.3125924,54.2020583,04/11/2017,1.4,22.6,10.5
,,,,,,
elgin,-3.313065,57.653392,05/03/2016,3,147.2,15.5
,,,,,,
newtown,-3.32194,52.514527,07/10/2017,1.4,100.4,17.3
,,,,,,
lochoremeadows,-3.3372259,56.150761,19/05/2018,0.8,138.5,21
,,,,,,
pontypridd,-3.3389053,51.6006928,12/10/2013,5.4,181,20.5
,,,,,,
lochleven,-3.356946,56.219496,11/08/2018,0.6,88.4,12.2
,,,,,,
merthyr,-3.375649,51.738944,22/04/2017,1.9,44.8,18.7
,,,,,,
exmouth,-3.412399,50.614686,23/12/2017,1.2,323.6,27.4
,,,,,,
perth,-3.444386,56.411765,30/11/2013,5.3,194.7,15.6
,,,,,,
minehead,-3.456209,51.208416,13/08/2016,2.6,100.6,10.6
,,,,,,
aberdare,-3.460114,51.718694,09/06/2018,0.8,116.8,18.9
,,,,,,
killerton,-3.463268,50.793458,30/04/2011,7.9,219.5,17.8
,,,,,,
dunfermline,-3.469748,56.070742,04/07/2015,3.7,136.9,19.4
,,,,,,
teignmouthpromenade,-3.494937,50.544426,29/09/2018,0.4,158.2,26.3
,,,,,,
bodelwyddancastle,-3.500843,53.261488,18/08/2018,0.6,109,16.1
,,,,,,
exeterriverside,-3.516397,50.707765,02/08/2014,4.6,234,19
,,,,,,
livingston,-3.516912,55.886907,09/01/2016,3.2,252.4,19.6
,,,,,,
thurso,-3.521354,58.58954,14/04/2018,0.9,67.6,11.6
,,,,,,
workington,-3.539727,54.647169,22/06/2013,5.7,86.6,11.6
,,,,,,
torbayvelopark,-3.567231,50.42363,31/12/2016,2.2,231.3,24.6
,,,,,,
whitehaven,-3.573732,54.524693,30/06/2018,0.7,71.2,8.3
,,,,,,
crichton,-3.593624,55.051248,06/01/2018,1.2,131.9,19.2
,,,,,,
maesteg,-3.66552,51.609457,22/07/2017,1.6,55.1,17.1
,,,,,,
parke,-3.693423,50.597132,05/04/2014,4.9,126,13
,,,,,,
porthcawl,-3.712606,51.481169,06/04/2013,5.9,233.7,21.8
,,,,,,
lanarkmoor,-3.75038,55.66634,11/08/2018,0.6,63.6,15.5
,,,,,,
falkirk,-3.76977,55.993821,16/07/2011,7.7,188,20.5
,,,,,,
gnoll,-3.788652,51.661096,14/11/2015,3.3,94.5,20.9
,,,,,,
conwy,-3.808925,53.279347,10/01/2015,4.2,223.3,18
,,,,,,
aviemore,-3.8137898,57.2056823,06/05/2017,1.8,61.2,9.2
,,,,,,
plean,-3.880191,56.058166,18/11/2017,1.3,75,18.1
,,,,,,
dolgellau,-3.88651,52.744567,13/02/2016,3.1,44.4,9.6
,,,,,,
swanseabay,-3.969822,51.61047,24/10/2015,3.4,246.8,20.3
,,,,,,
strathclyde,-4.038892,55.794816,10/04/2010,8.9,176.2,15.7
,,,,,,
barnstaple,-4.056444,51.07201,05/01/2013,6.2,131.7,13.2
,,,,,,
llynllechowain,-4.076014,51.816097,23/03/2013,6,79.3,11.5
,,,,,,
aberystwyth,-4.077408,52.412511,01/09/2012,6.5,70.4,9.9
,,,,,,
plymvalley,-4.078621,50.409365,22/09/2012,6.5,166.1,15.9
,,,,,,
penrhyn,-4.095476,53.225756,15/11/2014,4.3,161.1,13
,,,,,,
mountedgcumbe,-4.175612,50.354434,30/01/2016,3.1,46.5,13.1
,,,,,,
tollcross,-4.181843,55.848168,04/05/2013,5.9,81.8,14.1
,,,,,,
bideford,-4.204363,51.023372,02/04/2016,2.9,102.2,18.8
,,,,,,
tamartrails,-4.205155,50.534679,29/10/2016,2.4,102,14.1
,,,,,,
springburn,-4.223599,55.889994,10/05/2014,4.8,84.7,10.7
,,,,,,
inverness,-4.233985,57.466097,03/09/2011,7.5,113,12
,,,,,,
llanerchaeron,-4.235794,52.22045,10/02/2018,1.1,89.3,15.6
,,,,,,
llanellicoast,-4.2365487,51.6808716,19/11/2016,2.3,141.3,18
,,,,,,
alness,-4.256945,57.694516,26/08/2017,1.5,65.2,16.1
,,,,,,
ruchill,-4.276214,55.884494,15/04/2017,1.9,52.3,12.1
,,,,,,
pollok,-4.303685,55.831244,06/12/2008,10.3,328.8,20.4
,,,,,,
nantypandy,-4.312225,53.257878,25/08/2018,0.5,82.9,17.9
,,,,,,
victoria,-4.334965,55.875985,12/10/2013,5.4,266.4,19.7
,,,,,,
drumchapel,-4.350661,55.916867,04/06/2016,2.8,36.6,14.6
,,,,,,
newboroughforest,-4.386809,53.14418,23/06/2018,0.7,112,18.1
,,,,,,
tamarlakes,-4.438219,50.884734,11/10/2014,4.4,87.8,10.6
,,,,,,
nobles,-4.479874,54.1668,21/10/2017,1.4,64.6,17.6
,,,,,,
linwood,-4.50175,55.854194,09/07/2016,2.7,133.6,13.4
,,,,,,
ayr,-4.626961,55.43605,20/09/2014,4.5,67.5,12.6
,,,,,,
eglinton,-4.661937,55.644589,16/03/2013,6,137.3,16.3
,,,,,,
colby,-4.669189,51.738058,21/06/2014,4.7,101.4,9.8
,,,,,,
troon,-4.670118,55.541439,02/12/2017,1.3,97,14.9
,,,,,,
lanhydrock,-4.689188,50.439195,18/01/2014,5.1,151.3,15.4
,,,,,,
edenproject,-4.744621,50.361518,11/11/2017,1.3,185.7,19.4
,,,,,,
greenock,-4.778624,55.959675,17/05/2014,4.8,81,11.1
,,,,,,
girvanprom,-4.862636,55.244086,28/07/2018,0.6,36.4,9.2
,,,,,,
haverfordwest,-4.993216,51.796311,23/09/2017,1.5,70.2,13.2
,,,,,,
fortwilliam,-5.002652,56.851242,07/04/2018,0.9,52.7,9
,,,,,,
trelissick,-5.028251,50.217327,03/12/2016,2.3,154.7,13.1
,,,,,,
heartlands,-5.271485,50.224207,14/04/2018,0.9,116.1,13.6
,,,,,,
penrose,-5.282042,50.095752,28/03/2015,4,167,12.6
,,,,,,
ganavansands,-5.468981,56.437777,20/08/2016,2.6,47.5,10.9
,,,,,,
bangor,-5.661221,54.658319,29/03/2014,5,259.9,23
,,,,,,
comber,-5.739155,54.548546,31/05/2014,4.8,86.7,12.9
,,,,,,
carrickfergus,-5.8043,54.718672,01/02/2014,5.1,102.6,11.5
,,,,,,
stormont,-5.837774,54.598348,29/08/2015,3.5,179.4,12.6
,,,,,,
larne,-5.842667,54.886975,09/11/2013,5.3,56.4,17.6
,,,,,,
orangefield,-5.883071,54.588253,04/08/2018,0.6,112.5,15.5
,,,,,,
belfastvictoria,-5.886312,54.607496,07/05/2011,7.9,179.5,11.4
,,,,,,
ormeau,-5.914936,54.58609,22/06/2013,5.7,278.3,14.9
,,,,,,
valley,-5.936522,54.662936,09/08/2014,4.6,91.7,12
,,,,,,
waterworks,-5.942724,54.61935,06/11/2010,8.4,186.8,14.2
,,,,,,
castlewellan,-5.953762,54.261909,23/09/2017,1.5,193.8,21.4
,,,,,,
queens,-5.9624,54.554495,25/02/2012,7,98.9,10.9
,,,,,,
falls,-5.979738,54.587184,26/05/2012,6.8,63,8.1
,,,,,,
colinglen,-6.020477,54.570734,10/10/2015,3.4,68.3,13.3
,,,,,,
wallace,-6.040421,54.516062,02/03/2013,6,150.6,14.7
,,,,,,
rostrevor,-6.193435,54.099495,26/11/2016,2.3,48.8,9.9
,,,,,,
antrim,-6.229892,54.718399,28/09/2013,5.5,156.1,11.8
,,,,,,
ecos,-6.257143,54.866606,31/03/2012,7,122.5,9.9
,,,,,,
citypark,-6.380053,54.457167,11/08/2012,6.6,148.6,12.7
,,,,,,
portrush,-6.630249,55.206598,08/09/2012,6.5,133.2,8.4
,,,,,,
armagh,-6.651793,54.339372,12/10/2013,5.4,86.7,7.7
,,,,,,
musacookstown,-6.7385082,54.6149113,18/05/2013,5.8,77.4,10.5
,,,,,,
dungannonpark,-6.755326,54.489436,18/08/2018,0.6,100.1,15.4
,,,,,,
limavady,-6.9449204,55.0473915,28/03/2015,4,36.1,8.6
,,,,,,
lowerdrummans,-6.9506389,55.1766069,06/01/2018,1.2,23.6,7.3
,,,,,,
omagh,-7.296402,54.603867,08/10/2016,2.4,116.6,13.8
,,,,,,
derrycity,-7.316122,55.002235,29/06/2013,5.7,76.3,9.4
,,,,,,
enniskillen,-7.641603,54.343994,13/04/2013,5.9,75.4,10.9
